ALG, INST, t[s], alpha, custo, custo_total, percent_total, melhor_custo, relacao_melhor, iteracao_melhor, grafo_nos, solucao_nos, grafo_arestas, solucao_arestas,,,,,,,,
A2, i03M1.dat,50.1618,0.3,325881,675044,48.28%,139749,133.19%,581,1809,7,16764,6,,,,,,,,
A2, i03M1.dat,47.4052,0.3,327167,675044,48.47%,139749,134.11%,38,1809,7,16764,6,,,,,,,,
A2, i03M1.dat,47.1773,0.3,326382,675044,48.35%,139749,133.55%,174,1809,6,16764,5,,,,,,,,
A2, i03M1.dat,47.1358,0.3,327114,675044,48.46%,139749,134.07%,767,1809,7,16764,6,,,,,,,,
A2, i03M1.dat,47.1516,0.3,327031,675044,48.45%,139749,134.01%,169,1809,7,16764,6,,,,,,,,
A2, i03M1.dat,49.0712,0.3,327019,675044,48.44%,139749,134.00%,322,1809,7,16764,6,,,,,,,,
A2, i03M1.dat,50.117,0.3,200824,675044,29.75%,139749,43.70%,756,1809,13,16764,12,,,,,,,,
A2, i03M1.dat,50.0517,0.3,201599,675044,29.86%,139749,44.26%,150,1809,11,16764,10,,,,,,,,
A2, i03M1.dat,50.9256,0.3,327176,675044,48.47%,139749,134.12%,846,1809,7,16764,6,,,,,,,,
A2, i03M1.dat,49.9491,0.3,197908,675044,29.32%,139749,41.62%,141,1809,10,16764,9,,,,,,,,
A2, i03M1.dat,50.4245,0.3,326776,675044,48.41%,139749,133.83%,442,1809,7,16764,6,,,,,,,,
A2, i03M1.dat,50.0376,0.3,326495,675044,48.37%,139749,133.63%,772,1809,6,16764,5,,,,,,,,
A2, i03M1.dat,53.5877,0.3,199652,675044,29.58%,139749,42.86%,823,1809,10,16764,9,,,,,,,,
A2, i03M1.dat,52.4953,0.3,326038,675044,48.30%,139749,133.30%,724,1809,7,16764,6,,,,,,,,
A2, i03M1.dat,48.2453,0.3,325655,675044,48.24%,139749,133.03%,535,1809,6,16764,5,,,,,,,,
A2, i03M1.dat,47.7376,0.3,327836,675044,48.57%,139749,134.59%,165,1809,7,16764,6,,,,,,,,
A2, i03M1.dat,48.6233,0.3,327167,675044,48.47%,139749,134.11%,569,1809,7,16764,6,,,,,,,,
A2, i03M1.dat,47.7927,0.3,328321,675044,48.64%,139749,134.94%,987,1809,8,16764,7,,,,,,,,
A3, i03M1.dat,119.159,0.15,204567,675044,30.30%,139749,46.38%,490,1809,16,16764,15,,,,,,,,
A3, i03M1.dat,115.747,0.1,205414,675044,30.43%,139749,46.99%,629,1809,17,16764,16,,,,,,,,
A3, i03M1.dat,116.219,0.1,207608,675044,30.75%,139749,48.56%,61,1809,17,16764,16,,,,,,,,
A3, i03M1.dat,117.856,0.3,202765,675044,30.04%,139749,45.09%,812,1809,14,16764,13,,,,,,,,
A3, i03M1.dat,115.926,0.15,202993,675044,30.07%,139749,45.26%,125,1809,15,16764,14,,,,,,,,
A3, i03M1.dat,119.829,0.05,207782,675044,30.78%,139749,48.68%,197,1809,19,16764,18,,,,,,,,
A3, i03M1.dat,116.214,0.15,205194,675044,30.40%,139749,46.83%,1529,1809,15,16764,14,,,,,,,,
A3, i03M1.dat,118.218,0.1,206606,675044,30.61%,139749,47.84%,1976,1809,17,16764,16,,,,,,,,
A3, i03M1.dat,118.26,0.25,202642,675044,30.02%,139749,45.00%,602,1809,13,16764,12,,,,,,,,
A3, i03M1.dat,116.881,0.05,207511,675044,30.74%,139749,48.49%,1468,1809,19,16764,18,,,,,,,,
A3, i03M1.dat,118.455,0.05,207469,675044,30.73%,139749,48.46%,1659,1809,18,16764,17,,,,,,,,
A3, i03M1.dat,116.565,0.1,206622,675044,30.61%,139749,47.85%,545,1809,18,16764,17,,,,,,,,
A3, i03M1.dat,116.655,0.5,196364,675044,29.09%,139749,40.51%,685,1809,7,16764,6,,,,,,,,
A3, i03M1.dat,122.704,0.15,207230,675044,30.70%,139749,48.29%,827,1809,15,16764,14,,,,,,,,
A3, i03M1.dat,124.926,0.15,202485,675044,30.00%,139749,44.89%,1331,1809,14,16764,13,,,,,,,,
A3, i03M1.dat,119.931,0.1,205719,675044,30.47%,139749,47.21%,360,1809,17,16764,16,,,,,,,,
A3, i03M1.dat,116.744,0.45,200114,675044,29.64%,139749,43.19%,1441,1809,10,16764,9,,,,,,,,
A3, i03M1.dat,116.36,0.15,204973,675044,30.36%,139749,46.67%,663,1809,16,16764,15,,,,,,,,
A3, i03M1.dat,117.849,0.4,196787,675044,29.15%,139749,40.81%,600,1809,8,16764,7,,,,,,,,
A3, i03M1.dat,112.817,0.25,203035,675044,30.08%,139749,45.29%,1129,1809,13,16764,12,,,,,,,,
A1, C3-A.dat,0.0016251,0,444,439,101.14%,414,7.25%,0,500,18,625,17,,,,,,,,
A2, C3-A.dat,0.820479,0.1,426,439,97.04%,414,2.90%,233,500,10,625,9,,0.82876,426,414,0.0289855,,,
A2, C3-A.dat,0.829324,0.1,426,439,97.04%,414,2.90%,578,500,10,625,9,,0.7446445,422,414,0.0193237,,,
A2, C3-A.dat,0.810727,0.1,426,439,97.04%,414,2.90%,129,500,10,625,9,,0.6959865,419,414,0.0120773,,,
A2, C3-A.dat,0.818364,0.1,427,439,97.27%,414,3.14%,580,500,10,625,9,,,1.538695,420.5,414,0.0157005,0.4,415
A2, C3-A.dat,0.820461,0.1,426,439,97.04%,414,2.90%,196,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.813254,0.1,426,439,97.04%,414,2.90%,201,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.816124,0.1,426,439,97.04%,414,2.90%,184,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.827604,0.1,426,439,97.04%,414,2.90%,89,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.829629,0.1,426,439,97.04%,414,2.90%,24,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.835025,0.1,426,439,97.04%,414,2.90%,269,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.806369,0.1,426,439,97.04%,414,2.90%,330,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.840021,0.1,426,439,97.04%,414,2.90%,201,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.838636,0.1,426,439,97.04%,414,2.90%,159,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.861906,0.1,426,439,97.04%,414,2.90%,47,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.84855,0.1,426,439,97.04%,414,2.90%,705,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.851207,0.1,426,439,97.04%,414,2.90%,193,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.847988,0.1,426,439,97.04%,414,2.90%,195,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.823612,0.1,426,439,97.04%,414,2.90%,234,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.828196,0.1,426,439,97.04%,414,2.90%,59,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.851447,0.1,426,439,97.04%,414,2.90%,490,500,10,625,9,,,,,,,,
A2, C3-A.dat,0.732704,0.2,419,439,95.44%,414,1.21%,872,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.735996,0.2,422,439,96.13%,414,1.93%,554,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.741401,0.2,419,439,95.44%,414,1.21%,906,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.741491,0.2,422,439,96.13%,414,1.93%,789,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.738937,0.2,424,439,96.58%,414,2.42%,100,500,6,625,5,,,,,,,,
A2, C3-A.dat,0.745972,0.2,422,439,96.13%,414,1.93%,998,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.747891,0.2,424,439,96.58%,414,2.42%,30,500,13,625,12,,,,,,,,
A2, C3-A.dat,0.758832,0.2,419,439,95.44%,414,1.21%,630,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.756563,0.2,425,439,96.81%,414,2.66%,850,500,7,625,6,,,,,,,,
A2, C3-A.dat,0.741007,0.2,424,439,96.58%,414,2.42%,111,500,6,625,5,,,,,,,,
A2, C3-A.dat,0.748298,0.2,422,439,96.13%,414,1.93%,809,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.747362,0.2,422,439,96.13%,414,1.93%,811,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.746538,0.2,422,439,96.13%,414,1.93%,280,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.757894,0.2,419,439,95.44%,414,1.21%,192,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.745168,0.2,422,439,96.13%,414,1.93%,172,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.750272,0.2,419,439,95.44%,414,1.21%,367,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.742571,0.2,425,439,96.81%,414,2.66%,426,500,7,625,6,,,,,,,,
A2, C3-A.dat,0.74175,0.2,422,439,96.13%,414,1.93%,65,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.744121,0.2,422,439,96.13%,414,1.93%,751,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.738545,0.2,419,439,95.44%,414,1.21%,178,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.689647,0.3,423,439,96.36%,414,2.17%,928,500,6,625,5,,,,,,,,
A2, C3-A.dat,0.696343,0.3,419,439,95.44%,414,1.21%,242,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.693796,0.3,419,439,95.44%,414,1.21%,995,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.698909,0.3,418,439,95.22%,414,0.97%,710,500,7,625,6,,,,,,,,
A2, C3-A.dat,0.693662,0.3,423,439,96.36%,414,2.17%,358,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.695115,0.3,419,439,95.44%,414,1.21%,626,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.697475,0.3,419,439,95.44%,414,1.21%,299,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.699018,0.3,419,439,95.44%,414,1.21%,853,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.695229,0.3,419,439,95.44%,414,1.21%,350,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.697787,0.3,418,439,95.22%,414,0.97%,966,500,7,625,6,,,,,,,,
A2, C3-A.dat,0.695757,0.3,419,439,95.44%,414,1.21%,747,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.707425,0.3,419,439,95.44%,414,1.21%,859,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.691531,0.3,421,439,95.90%,414,1.69%,649,500,6,625,5,,,,,,,,
A2, C3-A.dat,0.694663,0.3,422,439,96.13%,414,1.93%,650,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.690725,0.3,419,439,95.44%,414,1.21%,161,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.695512,0.3,420,439,95.67%,414,1.45%,931,500,12,625,11,,,,,,,,
A2, C3-A.dat,0.697793,0.3,419,439,95.44%,414,1.21%,52,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.696216,0.3,423,439,96.36%,414,2.17%,391,500,9,625,8,,,,,,,,
A2, C3-A.dat,0.702481,0.3,421,439,95.90%,414,1.69%,502,500,8,625,7,,,,,,,,
A2, C3-A.dat,0.706161,0.3,418,439,95.22%,414,0.97%,823,500,8,625,7,,,,,,,,
A3, C3-A.dat,1.54225,0.4,418,439,95.22%,414,0.97%,794,500,7,625,6,,,,,,,,
A3, C3-A.dat,1.54501,0.5,419,439,95.44%,414,1.21%,713,500,5,625,4,,,,,,,,
A3, C3-A.dat,1.52603,0.4,421,439,95.90%,414,1.69%,420,500,10,625,9,,,,,,,,
A3, C3-A.dat,1.54252,0.5,423,439,96.36%,414,2.17%,650,500,6,625,5,,,,,,,,
A3, C3-A.dat,1.53675,0.2,419,439,95.44%,414,1.21%,53,500,8,625,7,,,,,,,,
A3, C3-A.dat,1.54497,0.2,422,439,96.13%,414,1.93%,1481,500,9,625,8,,,,,,,,
A3, C3-A.dat,1.53637,0.5,423,439,96.36%,414,2.17%,6,500,6,625,5,,,,,,,,
A3, C3-A.dat,1.53649,0.45,422,439,96.13%,414,1.93%,1711,500,5,625,4,,,,,,,,
A3, C3-A.dat,1.53475,0.3,418,439,95.22%,414,0.97%,554,500,7,625,6,,,,,,,,
A3, C3-A.dat,1.53653,0.45,422,439,96.13%,414,1.93%,501,500,7,625,6,,,,,,,,
A3, C3-A.dat,1.53978,0.25,421,439,95.90%,414,1.69%,1978,500,6,625,5,,,,,,,,
A3, C3-A.dat,1.52999,0.3,420,439,95.67%,414,1.45%,297,500,12,625,11,,,,,,,,
A3, C3-A.dat,1.54931,0.5,420,439,95.67%,414,1.45%,1999,500,11,625,10,,,,,,,,
A3, C3-A.dat,1.54549,0.3,419,439,95.44%,414,1.21%,1933,500,8,625,7,,,,,,,,
A3, C3-A.dat,1.54914,0.15,422,439,96.13%,414,1.93%,699,500,9,625,8,,,,,,,,
A3, C3-A.dat,1.53812,0.5,421,439,95.90%,414,1.69%,525,500,6,625,5,,,,,,,,
A3, C3-A.dat,1.546,0.4,423,439,96.36%,414,2.17%,629,500,6,625,5,,,,,,,,
A3, C3-A.dat,1.53927,0.45,419,439,95.44%,414,1.21%,340,500,9,625,8,,,,,,,,
A3, C3-A.dat,1.53701,0.3,420,439,95.67%,414,1.45%,1618,500,10,625,9,,,,,,,,
A3, C3-A.dat,1.53716,0.5,415,439,94.53%,414,0.24%,115,500,7,625,6,,,,,,,,
A1, C2-A.dat,0.000959126,0,59,59,100%,50,18%,0,500,4,625,3,,,,,,,,
A2, C2-A.dat,0.662861,0.1,54,59,91.53%,50,8%,257,500,1,625,0,,0.670029,54,50,0.08,,,
A2, C2-A.dat,0.66319,0.1,54,59,91.53%,50,8%,131,500,1,625,0,,0.654047,54,50,0.08,,,
A2, C2-A.dat,0.666567,0.1,54,59,91.53%,50,8%,41,500,1,625,0,,0.651453,53,50,0.06,,,
A2, C2-A.dat,0.675183,0.1,54,59,91.53%,50,8%,102,500,1,625,0,,,1.3691,53,50,0.06,0.375,53
A2, C2-A.dat,0.670095,0.1,54,59,91.53%,50,8%,5,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.674122,0.1,54,59,91.53%,50,8%,6,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.669787,0.1,54,59,91.53%,50,8%,28,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.668251,0.1,54,59,91.53%,50,8%,97,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.674456,0.1,54,59,91.53%,50,8%,27,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.669369,0.1,54,59,91.53%,50,8%,20,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.674369,0.1,54,59,91.53%,50,8%,123,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.677461,0.1,54,59,91.53%,50,8%,36,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.674521,0.1,54,59,91.53%,50,8%,86,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.666226,0.1,54,59,91.53%,50,8%,83,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.66943,0.1,54,59,91.53%,50,8%,135,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.669846,0.1,54,59,91.53%,50,8%,19,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.670702,0.1,54,59,91.53%,50,8%,96,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.67134,0.1,54,59,91.53%,50,8%,47,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.672443,0.1,54,59,91.53%,50,8%,50,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.669963,0.1,54,59,91.53%,50,8%,24,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.649933,0.2,54,59,91.53%,50,8%,49,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.661091,0.2,54,59,91.53%,50,8%,26,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.653836,0.2,54,59,91.53%,50,8%,49,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.656561,0.2,54,59,91.53%,50,8%,6,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.649938,0.2,54,59,91.53%,50,8%,17,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.657194,0.2,54,59,91.53%,50,8%,12,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.653289,0.2,54,59,91.53%,50,8%,71,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.653316,0.2,54,59,91.53%,50,8%,6,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.653696,0.2,54,59,91.53%,50,8%,5,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.653935,0.2,54,59,91.53%,50,8%,15,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.66007,0.2,54,59,91.53%,50,8%,1,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.658054,0.2,54,59,91.53%,50,8%,3,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.65527,0.2,54,59,91.53%,50,8%,20,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.655825,0.2,54,59,91.53%,50,8%,26,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.653964,0.2,54,59,91.53%,50,8%,30,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.65504,0.2,54,59,91.53%,50,8%,103,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.652065,0.2,54,59,91.53%,50,8%,17,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.65413,0.2,54,59,91.53%,50,8%,26,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.653478,0.2,54,59,91.53%,50,8%,2,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.659566,0.2,54,59,91.53%,50,8%,28,500,1,625,0,,,,,,,,
A2, C2-A.dat,0.651031,0.3,53,59,89.83%,50,6%,88,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.649222,0.3,53,59,89.83%,50,6%,210,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.655043,0.3,53,59,89.83%,50,6%,92,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.65411,0.3,53,59,89.83%,50,6%,99,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.651089,0.3,53,59,89.83%,50,6%,58,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.648748,0.3,53,59,89.83%,50,6%,185,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.647395,0.3,53,59,89.83%,50,6%,66,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.651817,0.3,53,59,89.83%,50,6%,135,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.649912,0.3,53,59,89.83%,50,6%,36,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.662688,0.3,53,59,89.83%,50,6%,74,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.648272,0.3,53,59,89.83%,50,6%,138,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.656023,0.3,53,59,89.83%,50,6%,200,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.65643,0.3,53,59,89.83%,50,6%,244,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.649009,0.3,53,59,89.83%,50,6%,196,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.648247,0.3,53,59,89.83%,50,6%,96,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.650754,0.3,53,59,89.83%,50,6%,120,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.66099,0.3,53,59,89.83%,50,6%,27,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.663901,0.3,53,59,89.83%,50,6%,178,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.654885,0.3,53,59,89.83%,50,6%,122,500,2,625,1,,,,,,,,
A2, C2-A.dat,0.657642,0.3,53,59,89.83%,50,6%,181,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36388,0.3,53,59,89.83%,50,6%,253,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.38561,0.4,53,59,89.83%,50,6%,110,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.37285,0.5,53,59,89.83%,50,6%,645,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.37373,0.5,53,59,89.83%,50,6%,143,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.37176,0.45,53,59,89.83%,50,6%,17,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36235,0.5,53,59,89.83%,50,6%,189,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36974,0.3,53,59,89.83%,50,6%,199,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36951,0.4,53,59,89.83%,50,6%,10,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36134,0.3,53,59,89.83%,50,6%,4,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.3675,0.5,53,59,89.83%,50,6%,241,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36301,0.35,53,59,89.83%,50,6%,2,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.37742,0.4,53,59,89.83%,50,6%,107,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36609,0.35,53,59,89.83%,50,6%,595,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36602,0.4,53,59,89.83%,50,6%,639,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36779,0.3,53,59,89.83%,50,6%,123,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.37076,0.3,53,59,89.83%,50,6%,9,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36225,0.3,53,59,89.83%,50,6%,163,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.36869,0.4,53,59,89.83%,50,6%,200,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.37001,0.3,53,59,89.83%,50,6%,61,500,2,625,1,,,,,,,,
A3, C2-A.dat,1.37056,0.35,53,59,89.83%,50,6%,138,500,2,625,1,,,,,,,,
A1, D12-A.dat,0.0176152,0,117,59,198.31%,42,178.57%,0,1000,21,5000,20,,,,,,,,
A2, D12-A.dat,9.64736,0.1,58,59,98.31%,42,38.10%,409,1000,3,5000,2,,10.0428,55,42,0.309524,,,
A2, D12-A.dat,10.1308,0.1,55,59,93.22%,42,30.95%,931,1000,3,5000,2,,9.36394,55,42,0.309524,,,
A2, D12-A.dat,10.0385,0.1,55,59,93.22%,42,30.95%,564,1000,3,5000,2,,9.56852,52,42,0.238095,,,
A2, D12-A.dat,10.6007,0.1,55,59,93.22%,42,30.95%,178,1000,3,5000,2,,,20.38365,52,42,0.238095,0.35,51
A2, D12-A.dat,9.28801,0.1,55,59,93.22%,42,30.95%,315,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,10.2278,0.1,57,59,96.61%,42,35.71%,267,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.53445,0.1,57,59,96.61%,42,35.71%,394,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,10.1405,0.1,57,59,96.61%,42,35.71%,368,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,10.1928,0.1,57,59,96.61%,42,35.71%,297,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.80993,0.1,55,59,93.22%,42,30.95%,833,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.5668,0.1,55,59,93.22%,42,30.95%,346,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.81076,0.1,57,59,96.61%,42,35.71%,198,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.90917,0.1,57,59,96.61%,42,35.71%,245,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.92087,0.1,55,59,93.22%,42,30.95%,102,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.70405,0.1,57,59,96.61%,42,35.71%,601,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,10.4895,0.1,55,59,93.22%,42,30.95%,94,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,10.0471,0.1,55,59,93.22%,42,30.95%,852,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,10.5193,0.1,55,59,93.22%,42,30.95%,594,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,10.0878,0.1,57,59,96.61%,42,35.71%,175,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,10.2161,0.1,55,59,93.22%,42,30.95%,87,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,10.0552,0.2,55,59,93.22%,42,30.95%,146,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.69096,0.2,55,59,93.22%,42,30.95%,170,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.61292,0.2,55,59,93.22%,42,30.95%,504,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.84093,0.2,54,59,91.53%,42,28.57%,984,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,10.3236,0.2,55,59,93.22%,42,30.95%,191,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,10.2128,0.2,55,59,93.22%,42,30.95%,186,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.80819,0.2,55,59,93.22%,42,30.95%,98,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,8.95644,0.2,55,59,93.22%,42,30.95%,62,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,8.74812,0.2,55,59,93.22%,42,30.95%,32,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.04248,0.2,55,59,93.22%,42,30.95%,478,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,8.69403,0.2,55,59,93.22%,42,30.95%,339,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.24389,0.2,55,59,93.22%,42,30.95%,112,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,8.76917,0.2,55,59,93.22%,42,30.95%,78,1000,4,5000,3,,,,,,,,
A2, D12-A.dat,8.85604,0.2,56,59,94.92%,42,33.33%,177,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.05338,0.2,55,59,93.22%,42,30.95%,749,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,8.90373,0.2,55,59,93.22%,42,30.95%,335,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.51309,0.2,55,59,93.22%,42,30.95%,171,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.66954,0.2,55,59,93.22%,42,30.95%,127,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.42158,0.2,55,59,93.22%,42,30.95%,152,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,9.3063,0.2,55,59,93.22%,42,30.95%,337,1000,4,5000,3,,,,,,,,
A2, D12-A.dat,9.05916,0.3,54,59,91.53%,42,28.57%,114,1000,6,5000,5,,,,,,,,
A2, D12-A.dat,9.24084,0.3,52,59,88.14%,42,23.81%,465,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.95409,0.3,52,59,88.14%,42,23.81%,488,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.59077,0.3,52,59,88.14%,42,23.81%,74,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.53835,0.3,52,59,88.14%,42,23.81%,649,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,10.04,0.3,53,59,89.83%,42,26.19%,644,1000,3,5000,2,,,,,,,,
A2, D12-A.dat,10.0212,0.3,52,59,88.14%,42,23.81%,403,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.222,0.3,54,59,91.53%,42,28.57%,256,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.72384,0.3,54,59,91.53%,42,28.57%,416,1000,4,5000,3,,,,,,,,
A2, D12-A.dat,9.40529,0.3,52,59,88.14%,42,23.81%,176,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.65054,0.3,52,59,88.14%,42,23.81%,366,1000,2,5000,1,,,,,,,,
